ingredient_id,ingredient_name,norm_name,matched_product,match_score,unit,category
46,"TJ's Soyaki, divided",soyaki,Soyaki,1.0,21 Oz,"Dips, Sauces & Dressings"
47,"TJ's Pineapple, cut into wedges",pineapple,Pineapple,1.0,1 Each,Fresh Fruits & Veggies
48,TJ's Prosciutto Wrapped Fresh Mozzarella Cheese sticks,prosciutto wrapped mozzarella cheese sticks,Prosciutto Wrapped Fresh Mozzarella Cheese,0.881810354451984,5 Oz,Fresh Prepared Foods
49,"TJ’s Zucchini, sliced into thin planks",zucchini,Herbed Dinner Rolls,0.0,12 Oz,Bakery
50,TJ’s Crunchy Sesame Sunflower Seeds Pepitas Salsa Macha,crunchy sesame sunflower seeds pepitas salsa macha,Crunchy Sesame Sunflower Seeds Pepitas Salsa Macha,1.0,6 Oz,"Dips, Sauces & Dressings"
51,"TJ’s Authentic Greek Feta In Brine, crumbled",authentic greek feta brine,Crumbled Feta,0.43773906833318926,6 Oz,Cheese
52,TJ’s Lemon,lemon,Lemon Bars,0.6442805868745948,10.6 Oz,From the Freezer
53,"TJ’s Cauliflower, sliced into thick planks, core intact",cauliflower,Organic Riced Cauliflower,0.6922262152070465,12 Oz,From the Freezer
54,TJ’s Hot Honey Mustard Dressing,hot honey mustard dressing,Hot Honey Mustard Dressing,1.0000000000000002,12 Fl Oz,"Dips, Sauces & Dressings"
55,"TJ’s Heirloom Tomatoes, sliced into thick rounds",heirloom tomatoes,Teeny Tiny Tomatoes,0.5848578753247641,3.53 Oz,Fresh Fruits & Veggies
56,TJ’s Organic Ranch Dressing,ranch,Organic Ranch Dressing,1.0,16 Fl Oz,"Dips, Sauces & Dressings"
57,TJ’s Japanese Style Panko Breadcrumbs,japanese style panko breadcrumbs,Japanese Style Fried Rice,0.4489147048040984,16 Oz,From the Freezer
58,TJ’s Black Peppercorns,black peppercorns,Black Peppercorns with Grinder,0.7128182341350691,1.8 Oz,For the Pantry
59,TJ’s 100% Canola Oil,canola oil,Organic Canola Oil Spray,0.7906968390285987,4.73 Oz,For the Pantry
60,TJ’s Traditional Whole Milk Ricotta Cheese,traditional whole milk ricotta cheese,Traditional Whole Milk Ricotta Cheese,1.0000000000000002,16 Oz,Cheese
61,"TJ’s Steamed & Peeled Baby Beets, warmed according to package instructions, if desired, and sliced into thin rounds",steamed & peeled baby beets,Steamed & Peeled Baby Beets,1.0000000000000002,8 Oz,Fresh Fruits & Veggies
62,"TJ’s Raw Pistachio Nutmeats, roughly chopped",pistachio nutmeats,Homestyle Cherry Pistachio Pecan Granola,0.3303866739277842,12 Oz,For the Pantry
63,"TJ’s Extra Virgin Olive Oil, for drizzling",extra virgin olive oil,"Extra Virgin Olive Oil, Liter",1.0000000000000002,33.8 Fl Oz,For the Pantry
64,TJ’s Spaghetti,spaghetti,Spaghetti,1.0,1 Lb,For the Pantry
65,"TJ’s Organic Silken Tofu, drained",silken tofu,Organic Silken Tofu,1.0,16 Oz,"Meat, Seafood & Plant-Based"
66,"TJ’s Nutritional Yeast, plus more for sprinkling",nutritional yeast,Nutritional Yeast,1.0,4 Oz,For the Pantry
67,TJ’s White Miso Paste,white miso paste,White Miso Paste,1.0,5.3 Oz,For the Pantry
68,TJ’s Lemons,lemons,Seedless Lemons,0.6727299502221584,2 Lb,Fresh Fruits & Veggies
69,"TJ’s Black Peppercorns, plus more for serving",black peppercorns,Black Peppercorns with Grinder,0.7128182341350691,1.8 Oz,For the Pantry
70,"TJ’s Tiny Fruity Cuties, divided",fruity cuties,Tiny Fruity Cuties Cereal,0.8659588395730411,16 Oz,For the Pantry
71,TJ’s Pitted Amarena Cherries with Stems in Syrup,amarena cherries with stems in syrup,Dark Chocolate Covered Cherries,0.30089613178111263,12 Oz,Snacks & Sweets
72,TJ’s French Vanilla Ice Cream,french vanilla ice cream,French Vanilla Ice Cream,1.0,1 Qt,From the Freezer
73,TJ’s Whole Milk,whole milk,Organic Coconut Milk,0.6830648696935988,13.5 Fl Oz,For the Pantry
74,TJ’s Whipped Cream,whipped cream,Whipped Cream Cheese,0.902847234704918,8 Oz,Cheese
75,TJ’s Cornbread Mix,cornbread mix,Cornbread Mix,1.0000000000000002,15 Oz,For the Pantry
76,TJ’s All-Purpose Flour,all-purpose flour,Unbleached Enriched All-Purpose Flour,1.0000000000000002,5 Lb,For the Pantry
77,"TJ’s French Vanilla Ice Cream, plus plenty more for scooping",french vanilla ice cream,French Vanilla Ice Cream,1.0,1 Qt,From the Freezer
78,TJ’s Multi-Floral & Clover Honey,multi-floral & clover honey,Multi-Floral & Clover Honey,1.0,12 Oz,For the Pantry
79,"TJ’s Gochujang, for rolling",gochujang,Gochujang Paste,0.7628101297580261,7.05 Oz,"Dips, Sauces & Dressings"
80,TJ’s Strawberry & Watermelon Marshmallows,strawberry & watermelon marshmallows,Strawberry Yogurt O's,0.3788100641668203,12 Oz,For the Pantry
81,TJ’s Strawberry Yogurt O’s,strawberry yogurt o ’ s,Strawberry Yogurt O's,1.0000000000000002,12 Oz,For the Pantry
82,"TJ’s Frozen Pie Crusts, thawed at room temperature for 2 hours",frozen pie crusts,Pie Crusts,0.870427167300006,22 Oz,From the Freezer
83,"TJ’s Berries, (we use a mix of fresh Blueberries, Raspberries, and Blackberries)",berries,Herbed Dinner Rolls,0.0,12 Oz,Bakery
84,TJ’s Organic Cane Sugar,cane sugar,Organic Cane Sugar,1.0,2 Lb,For the Pantry
85,"TJ’s All-Purpose Flour, plus more for dusting",all-purpose flour,Unbleached Enriched All-Purpose Flour,1.0000000000000002,5 Lb,For the Pantry
86,"TJ’s Unsalted Butter, cubed",butter,"Butter with Parmesan, Garlic & Herb",0.5830462312835278,4 Oz,Dairy & Eggs
87,"TJ’s Lemon, plus 2 tablespoons juice",lemon,Lemon Bars,0.6442805868745948,10.6 Oz,From the Freezer
88,TJ’s Fresh Thyme,thyme,Herbed Dinner Rolls,0.0,12 Oz,Bakery
89,"TJ’s Heavy Cream, for brushing on crust; and to whip up for topping (optional but encouraged!)",heavy cream,Organic Heavy Whipping Cream,0.7375071581807084,16 Fl Oz,Dairy & Eggs
90,"TJ’s Turbinado Raw Cane Sugar, for sprinkling",turbinado cane sugar,Organic Cane Sugar,0.7305906064205545,2 Lb,For the Pantry
91,TJ's Creamy Salted Almond Butter,creamy salted almond butter,Creamy Almond Butter Salted,0.8452083924596887,16 Oz,For the Pantry
92,TJ’s Lime,lime,Chile Lime Seasoning Blend,0.5124422736399481,2.9 Oz,For the Pantry
93,TJ’s Organic Blue Agave Syrup,blue agave syrup,Pure Grade A Maple Syrup,0.3132586712543688,8 Fl Oz,For the Pantry
94,TJ’s Organic Crushed Red Pepper,red pepper,Roasted Red Pepper Hummus,0.698838050820056,10 Oz,"Dips, Sauces & Dressings"
95,TJ’s Chile Lime Seasoning Blend,chile lime seasoning blend,Chile Lime Seasoning Blend,1.0,2.9 Oz,For the Pantry
96,"TJ’s Lime, sliced into wedges",lime,Chile Lime Seasoning Blend,0.5124422736399481,2.9 Oz,For the Pantry
97,"TJ’s Jalapeño, thinly sliced",jalapeño,Jalapeño Sauce,0.8138263662143675,10 Oz,"Dips, Sauces & Dressings"
98,TJ’s Mango Cream Bars,mango cream bars,Mango Cream Bars,1.0000000000000002,15 Fl Oz,From the Freezer
99,TJ’s Lime Sparkling Water,lime sparkling water,Chile Lime Seasoning Blend,0.26764448442364663,2.9 Oz,For the Pantry
100,"TJ’s Ciabatta Demi-Baguette, sliced in half lengthwise, then cut in half widthwise, on a bias, to make two sandwiches",ciabatta demi-baguette,Ciabatta Demi-Baguette,1.0000000000000004,6.2 Oz,Bakery
101,"TJ’s Triple Creme Brie, cut into 8 slices",triple creme brie,Saint André Triple Crème Brie,0.4706055073552266,1 Lb,Cheese
102,"TJ’s Bacon, cooked according to package instructions",bacon,Uncured Turkey Bacon,0.7002866890879512,8 Oz,"Meat, Seafood & Plant-Based"
103,TJ’s Apple,apple,Uncured Apple Smoked Bacon,0.5351336346103208,12 Oz,"Meat, Seafood & Plant-Based"
104,TJ’s Carne Asada Authentica,carne asada authentica,Carne Asada Autentica,0.6471008242972,1 Lb,"Meat, Seafood & Plant-Based"
105,TJ’s Baby Lettuce Mix,baby lettuce mix,Organic Baby Lettuce Mix,1.0000000000000002,5 Oz,Fresh Fruits & Veggies
106,"TJ’s Roasted Corn, prepared according to package instructions",corn,Roasted Corn,1.0,16 Oz,From the Freezer
107,TJ’s Mini Grape Tomatoes,mini grape tomatoes,Teeny Tiny Tomatoes,0.5353936029634687,3.53 Oz,Fresh Fruits & Veggies
108,crumbled Cotija Cheese,cotija cheese,"Cheese, Spinach & Kale Egg Bites",0.4396959486558146,4.2 Oz,Fresh Prepared Foods
109,"TJ’s Red Onion, thinly sliced",red onion,Onion Salt,0.5152848261264519,2 Oz,For the Pantry
110,TJ’s Cilantro Dressing,cilantro dressing,Cilantro Salad Dressing,0.8250145701383076,12 Fl Oz,"Dips, Sauces & Dressings"
111,TJ’s Olive Oil,extra virgin olive oil,"Extra Virgin Olive Oil, Liter",1.0000000000000002,33.8 Fl Oz,For the Pantry
112,"TJ’s Angus Chuck, Brisket, & Sirloin 1/3 lb. Ground Beef Patties",angus chuck,"Angus Chuck, Brisket & Sirloin Beef Patties",1.0,21.2 Oz,"Meat, Seafood & Plant-Based"
113,"TJ’s Triple Cream Soft Ripened Cambozola® Blue Cheese, sliced into rectangles",triple cream soft cambozola® blue cheese,Cambozola® Triple Cream Cheese,0.7875348758750131,1 Lb,Cheese
114,TJ’s Brioche Buns,brioche buns,Brioche Buns,1.0,9.45 Oz,Bakery
115,TJ’s Fig Butter,fig butter,Fig Butter,1.0000000000000002,11 Oz,For the Pantry
116,TJ’s Arugula,arugula,Organic Arugula,1.0,7 Oz,Fresh Fruits & Veggies
117,"TJ’s Zucchini, stems removed and sliced lengthwise into thin planks",zucchini,Herbed Dinner Rolls,0.0,12 Oz,Bakery
118,TJ’s Part Skim Ricotta,part skim ricotta,Part Skim Ricotta Cheese,0.9344583661110248,16 Oz,Cheese
119,TJ’s Grated Pecorino Romano & Parmesan Cheese Blend,pecorino romano & parmesan cheese blend,Grated Parmesan Cheese,0.5075840004150025,8 Oz,Cheese
120,TJ’s Fresh Basil,basil,Lemon Basil Pasta Salad,0.5321542793017512,11.5 Oz,Fresh Prepared Foods
121,TJ’s Caro Sugo Italian Tomato Basil Pasta Sauce,caro sugo italian tomato basil pasta sauce,Caro Sugo Italian Tomato Basil Pasta Sauce,1.0000000000000002,24.3 Oz,"Dips, Sauces & Dressings"
122,TJ’s Shredded Mozzarella Cheese,shredded mozzarella cheese,Shredded Mozzarella Cheese,1.0000000000000002,16 Oz,Cheese
123,TJ’s Baby Broccoli,baby broccoli,Unexpected Broccoli Cheddar Soup,0.48121611337886167,20 Oz,Fresh Prepared Foods
124,TJ’s Creamy Dreamy Hummus,creamy dreamy hummus,Creamy Dreamy Hummus,1.0000000000000002,8 Oz,"Dips, Sauces & Dressings"
125,TJ’s Crumbled Feta Cheese with Mediterranean Herbs,feta cheese with mediterranean herbs,Feta Cheese,0.5939382457813422,8 Oz,Cheese
126,"TJ’s Chevre Goat's Milk Cheese, sliced into 6 medallions, then chilled until ready to use",chevre goat milk cheese,Chevre Goat Cheese,0.8857230515194855,5 Oz,Cheese
127,TJ’s Green Goddess Spice Blend,green goddess spice blend,Green Goddess Seasoning Blend,0.7435117837153931,2 Oz,For the Pantry
128,TJ’s Organic Extra Virgin Olive Oil Spray,extra virgin olive oil spray,"Extra Virgin Olive Oil, Liter",0.8643696937181224,33.8 Fl Oz,For the Pantry
129,TJ’s Homestyle Angus Beef Meatballs,homestyle angus beef meatballs,Homestyle Angus Beef Meatballs,1.0000000000000002,20.4 Oz,"Meat, Seafood & Plant-Based"
130,TJ’s Marinara Sauce,marinara sauce,Organic Marinara Sauce,1.0,25 Oz,"Dips, Sauces & Dressings"
131,"TJ’s Sandwich Rolls, sliced lengthwise, leaving one edge intact",sandwich rolls,Ciabatta Rolls,0.4627530286950469,12 Oz,Bakery
132,TJ’s Sliced Provolone,sliced provolone,Sliced Provolone Cheese,0.9227364613580876,12 Oz,Cheese
133,TJ’s Organic Shredded Green & Red Cabbage with Orange Carrots,shredded green & red cabbage with orange carrots,Orange Pumpkin,0.3093920886633736,1 Each,Fresh Fruits & Veggies
134,"TJ’s Yellow Onion, thinly sliced",yellow onion,Organic Yellow Mustard,0.4952075307433452,9 Oz,"Dips, Sauces & Dressings"
135,TJ’s Hot & Sweet Jalapeño Peppers,hot & sweet jalapeño peppers,Organic Mini Sweet Peppers,0.563397054345893,1 Lb,Fresh Fruits & Veggies
136,TJ’s Raw Apple Cider Vinegar,apple cider vinegar,Organic Raw Apple Cider Vinegar,1.0000000000000002,16.9 Fl Oz,For the Pantry
137,TJ’s Organic Oregano,oregano,Herbed Dinner Rolls,0.0,12 Oz,Bakery
138,TJ’s Organic Tofu,tofu,Organic Tofu,1.0,19 Oz,"Meat, Seafood & Plant-Based"
139,TJ’s Organic Ground Turmeric,ground turmeric,Organic Ground Turmeric,1.0,2 Oz,For the Pantry
140,TJ’s California Garlic Powder,california garlic powder,California Roll,0.478686245969142,7.22 Oz,Fresh Prepared Foods
141,TJ’s California Onion Powder,california onion powder,California Roll,0.47141257914696816,7.22 Oz,Fresh Prepared Foods
142,TJ’s Black Pepper,black pepper,Organic Ground Black Pepper,0.7966103142492711,2 Oz,For the Pantry
143,TJ’s Nutritional Yeast,nutritional yeast,Nutritional Yeast,1.0,4 Oz,For the Pantry
144,"TJ’s Organic Mini Flour Tortillas, warmed",mini flour tortillas,Sonora Style Flour Tortillas,0.5724572178391486,18 Oz,Bakery
145,"TJ’s Avocados, sliced",avocados,Organic Avocados 4 count,1.0,1 Each,Fresh Fruits & Veggies
146,TJ’s Pico de Gallo,pico gallo,Pico de Gallo Salsa Mild,0.7364537906227717,12 Oz,"Dips, Sauces & Dressings"
147,TJ’s Cilantro,cilantro,Cilantro Salad Dressing,0.5578980869950404,12 Fl Oz,"Dips, Sauces & Dressings"
148,"TJ’s Limes, sliced into wedges",limes,Herbed Dinner Rolls,0.0,12 Oz,Bakery
149,TJ’s Organic Baby Lettuce,baby lettuce,Organic Baby Lettuce Mix,0.8607205575996935,5 Oz,Fresh Fruits & Veggies
150,"TJ’s Blood Oranges, peeled and sliced into thin rounds",blood oranges,Blood Orange Mochi,0.4830458240458117,6.8 Oz,From the Freezer
151,"TJ’s Fennel, thinly sliced",fennel,Fresh Fennel,1.0,20 Oz,Fresh Fruits & Veggies
152,"TJ’s Avocado, skin removed and sliced",avocado,Avocado Oil,0.78744880243034,16.9 Fl Oz,For the Pantry
153,"TJ’s Roasted & Salted Pecan Halves, roughly chopped",roasted & salted pecan halves,Dry Roasted & Salted Almonds,0.4359968063167277,1 Lb,Snacks & Sweets
154,TJ’s Organic Crumbled Feta Cheese,crumbled feta cheese,Feta Cheese,0.6869443839290835,8 Oz,Cheese
155,TJ’s Balsamic Vinaigrette,balsamic vinaigrette,Balsamic Vinaigrette,1.0,12 Fl Oz,"Dips, Sauces & Dressings"
156,TJ's Lentils,lentils,Lentils,1.0,15 Oz,For the Pantry
157,TJ’s Taco Seasoning Mix,taco seasoning mix,Taco Seasoning Mix,1.0,1.3 Oz,For the Pantry
158,TJ’s Corn Tortillas,corn tortillas,Corn & Wheat Tortillas,0.766457268627761,10 Oz,Bakery
159,"TJ’s Bell Peppers, one color or an array)",bell peppers,Organic Red Bell Peppers,0.865334120761422,12 Oz,Fresh Fruits & Veggies
160,TJ’s Cilantro Salad Dressing,cilantro salad dressing,Cilantro Salad Dressing,1.0000000000000004,12 Fl Oz,"Dips, Sauces & Dressings"
161,"TJ’s Fresh Cilantro leaves, for garnish",cilantro leaves,Cilantro Salad Dressing,0.3617418367776138,12 Fl Oz,"Dips, Sauces & Dressings"
162,TJ's Organic Red Cherry Tomatoes,red cherry tomatoes,Cherry Tomatoes on the Vine,0.6436406492288913,12 Oz,Fresh Fruits & Veggies
163,TJ's Olive Oil,extra virgin olive oil,"Extra Virgin Olive Oil, Liter",1.0000000000000002,33.8 Fl Oz,For the Pantry
164,TJ's Sea Salt,sea salt,Sea Salt Crystals,0.696144590679537,3.88 Oz,For the Pantry
165,"TJ's Organic White Quinoa, prepared according to package instructions",white quinoa,Organic White Quinoa,1.0,16 Oz,For the Pantry
166,TJ's Thai Style Yellow Curry Sauce,thai style yellow curry sauce,Thai Style Yellow Curry Sauce,1.0,11 Oz,"Dips, Sauces & Dressings"
167,"TJ's Organic Garbanzo Beans, drained",garbanzo beans,Organic Garbanzo Beans,1.0000000000000002,15.5 Oz,For the Pantry
168,TJ's Organic Baby Spinach,baby spinach,Organic Baby Spinach,1.0000000000000002,6 Oz,Fresh Fruits & Veggies
169,"TJ's Bagels, sliced in half",bagels,Everything Bagels,1.0,18 Oz,Bakery
170,TJ's Whipped Cream Cheese,whipped cream cheese,Whipped Cream Cheese,1.0000000000000002,8 Oz,Cheese
171,TJ's Wild Sockeye Smoked Salmon,wild sockeye smoked salmon,Wild Sockeye Smoked Salmon,1.0,4 Oz,"Meat, Seafood & Plant-Based"
172,"TJ's Red Onion, very thinly sliced",red onion,Onion Salt,0.5152848261264519,2 Oz,For the Pantry
173,"TJ's Persian Cucumbers, thinly sliced",persian cucumbers,Organic Persian Cucumbers,1.0000000000000002,16 Oz,Fresh Fruits & Veggies
174,"TJ's Capers, drained",capers,Herbed Dinner Rolls,0.0,12 Oz,Bakery
175,"TJ's Fresh Dill, for garnish",dill,Sweet Mustard Dill Sauce,0.5979657231575246,6.34 Oz,"Dips, Sauces & Dressings"
176,"TJ's Lemon, sliced into wedges",lemon,Lemon Bars,0.6442805868745948,10.6 Oz,From the Freezer
177,TJ’s Freeze Dried Fig Slices,freeze dried fig slices,Freeze Dried Strawberries,0.5796734486387395,1.2 Oz,Snacks & Sweets
178,"TJ’s Unexpected Cheddar, sliced into bite-sized rectangles",cheddar,Unexpected Cheddar Cheese,0.815277377935431,7 Oz,Cheese
179,"TJ’s Fresh Thyme, to garnish",thyme,Herbed Dinner Rolls,0.0,12 Oz,Bakery
180,TJ’s Organic Unfiltered Apple Juice,apple juice,Organic 100% Sicilian Lemon Juice,0.4037818365345055,8.45 Fl Oz,"Dips, Sauces & Dressings"
181,TJ’s Rolled Oats,oats,Rolled Oats,1.0,32 Oz,For the Pantry
182,"TJ's Apple (your favorite varietal), chopped into small cubes",apple,Uncured Apple Smoked Bacon,0.5351336346103208,12 Oz,"Meat, Seafood & Plant-Based"
183,TJ’s Organic Ground Cinnamon,ground cinnamon,Organic Ground Cinnamon,1.0,1.5 Oz,For the Pantry
184,Avocado Oil,avocado oil,Avocado Oil,1.0,16.9 Fl Oz,For the Pantry
185,"Jumbo Yellow Onion, diced",jumbo yellow onion,Jumbo Yellow Onions,0.7063561356625727,1 Each,Fresh Fruits & Veggies
186,"medium-sized Sweet Potatoes, peeled and cubed",medium-sized sweet potatoes,Organic Sweet Potatoes,0.569762425147261,3 Lb,Fresh Fruits & Veggies
187,TJ's Pearled Couscous,pearled couscous,Pearled Couscous,1.0,8 Oz,For the Pantry
188,TJ's Low Sodium Vegetable Broth,low sodium vegetable broth,Organic Low Sodium Vegetable Broth,1.0000000000000002,32 Fl Oz,For the Pantry
189,TJ's Taco Seasoning,taco,Taco Seasoning Mix,0.6838984420385438,1.3 Oz,For the Pantry
190,TJ's Organic Tuscan Kale,tuscan kale,Organic Tuscan Kale,1.0,10 Oz,Fresh Fruits & Veggies
191,"TJ's Salt & Pepper, to taste",salt & pepper,Onion Salt,0.5152659160067372,2 Oz,For the Pantry
192,TJ’s crusty bread,crusty bread,Organic Seeded Bread,0.5249906478745554,24 Oz,Bakery
193,"TJ’s Shiitake Mushrooms, sliced",shiitake mushrooms,Shiitake Mushrooms,1.0,4 Oz,Fresh Fruits & Veggies
194,TJ’s Miso Ramen Cup,miso ramen cup,Miso Instant Ramen Soup,0.5928353289056432,1.5 Oz,For the Pantry
195,"TJ’s Baby Bok Choy, sliced in half and roughly chopped",baby bok choy,Baby Shanghai Bok Choy,0.8260852395334978,10 Oz,Fresh Fruits & Veggies
196,"TJ’s Furikake, for sprinkling",furikake,Furikake Snack Mix,0.6422915803076419,7.5 Oz,Snacks & Sweets
197,"TJ’s Green Onion, thinly sliced",green onion,Onion Salt,0.5031016611960178,2 Oz,For the Pantry
198,TJ’s Mirepoix,mirepoix,Mirepoix,1.0,14.5 Oz,Fresh Fruits & Veggies
199,"TJ’s Garlic, smashed",garlic,Organic Garlic Bread,0.6688124306727692,12 Oz,Bakery
200,TJ’s Organic Free Range Chicken Broth,free range chicken broth,Organic Free Range Chicken Broth,1.0000000000000002,32 Fl Oz,For the Pantry
201,"TJ’s Parmesan, optional",parmesan,"Shaved Parmesan, Romano & Asiago Cheeses",1.0,5 Oz,Cheese
202,TJ’s Spinach Tortellini,spinach tortellini,Spinach Tortellini,1.0,10 Oz,Fresh Prepared Foods
203,"TJ’s Parmesan, to serve",parmesan,"Shaved Parmesan, Romano & Asiago Cheeses",1.0,5 Oz,Cheese
204,"TJ's Fresh Parsley, for ganish",parsley,Parsley Crackers,0.7097639347696469,5.28 Oz,Snacks & Sweets
205,TJ's Extra Virgin Olive Oil,extra virgin olive oil,"Extra Virgin Olive Oil, Liter",1.0000000000000002,33.8 Fl Oz,For the Pantry
206,"TJ’s Pizza Dough, left to sit at room temperature for 20 minutes",pizza dough,Plain Pizza Dough,0.8326322909351093,16 Oz,Fresh Prepared Foods
